App,UUID,Model,Record_Type,DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,WeightL,WeightLRaw,WeightR,WeightRRaw,WeightL2,WeightR2
BAPP,49:03:C2,49,Logged_Data,1673639565,7/11/2022 22:38,7/11/2022 16:38,1657579135,1,FALSE,100,80.81,undefined,0.23,1,0.23,0.03,undefined,0.01,undefined,-0.07,0.26
BAPP,49:03:C2,49,Logged_Data,1673639565,7/11/2022 22:39,7/11/2022 16:39,1657579153,3,FALSE,100,80.7,undefined,0.21,1,0.21,0.02,undefined,0.01,undefined,-0.08,0.26
BAPP,49:03:C2,49,Logged_Data,1673639565,7/11/2022 22:39,7/11/2022 16:39,1657579155,4,FALSE,100,80.69,undefined,0.22,1,0.22,0.02,undefined,0.02,undefined,-0.08,0.26
BAPP,49:03:C2,49,Logged_Data,1673639565,7/11/2022 23:09,7/11/2022 17:09,1657580958,6,FALSE,100,80.45,undefined,0.17,1,0.17,0.03,undefined,0.01,undefined,-0.09,0.22
BAPP,49:03:C2,49,Logged_Data,1673639565,7/11/2022 23:09,7/11/2022 17:09,1657580962,9,FALSE,100,80.45,undefined,0.17,1,0.17,0.03,undefined,0.01,undefined,-0.09,0.22
BAPP,49:03:C2,49,Logged_Data,1673639565,7/11/2022 23:09,7/11/2022 17:09,1657580964,10,FALSE,100,80.47,undefined,0.17,1,0.17,0.03,undefined,0.01,undefined,-0.09,0.22
BAPP,49:03:C2,49,Logged_Data,1673639565,7/12/2022 0:09,7/11/2022 18:09,1657584566,11,FALSE,100,78.34,undefined,0.02,1,0.02,0.03,undefined,-0.05,undefined,-0.11,0.15
BAPP,49:03:C2,49,Logged_Data,1673639565,7/12/2022 1:09,7/11/2022 19:09,1657588166,12,FALSE,100,75.03,undefined,-0.39,1,-0.39,-0.1,undefined,-0.28,undefined,-0.16,0.15
BAPP,49:03:C2,49,Logged_Data,1673639565,7/12/2022 2:09,7/11/2022 20:09,1657591766,13,FALSE,100,73.65,undefined,-0.59,1,-0.59,-0.18,undefined,-0.41,undefined,-0.17,0.17
BAPP,49:03:C2,49,Logged_Data,1673639565,7/12/2022 3:09,7/11/2022 21:09,1657595366,14,FALSE,100,73.16,undefined,-0.68,1,-0.68,-0.24,undefined,-0.46,undefined,-0.17,0.19
BAPP,49:03:C2,49,Logged_Data,1673639565,7/12/2022 4:09,7/11/2022 22:09,1657598966,15,FALSE,100,73,undefined,-0.71,1,-0.71,-0.27,undefined,-0.49,undefined,-0.16,0.21
BAPP,49:03:C2,49,Logged_Data,1673639565,7/12/2022 5:09,7/11/2022 23:09,1657602566,16,FALSE,100,72.86,undefined,-0.72,1,-0.72,-0.28,undefined,-0.5,undefined,-0.16,0.22
BAPP,49:03:C2,49,Logged_Data,1673639565,7/12/2022 6:09,7/12/2022 0:09,1657606166,17,FALSE,100,72.73,undefined,-0.69,1,-0.69,-0.27,undefined,-0.49,undefined,-0.16,0.23
