App,UUID,Model,Record_Type,DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,WeightL,WeightLRaw,WeightR,WeightRRaw,WeightL2,WeightR2
BAPP,49:03:B4,49,Logged_Data,1673640506,7/15/2022 20:57,7/15/2022 14:57,1657918667,1,FALSE,100,85.01,undefined,-1.92,1,-1.92,-0.35,undefined,0.23,undefined,0.1,-1.9
BAPP,49:03:B4,49,Logged_Data,1673640506,7/15/2022 20:58,7/15/2022 14:58,1657918685,3,FALSE,100,85.17,undefined,-1.93,1,-1.93,-0.35,undefined,0.22,undefined,0.1,-1.9
BAPP,49:03:B4,49,Logged_Data,1673640506,7/15/2022 20:58,7/15/2022 14:58,1657918687,4,FALSE,100,85.17,undefined,-1.91,1,-1.91,-0.35,undefined,0.23,undefined,0.1,-1.89
BAPP,49:03:B4,49,Logged_Data,1673640506,7/15/2022 21:58,7/15/2022 15:58,1657922287,5,FALSE,100,87.15,undefined,-1.63,1,-1.63,-0.31,undefined,0.28,undefined,0.12,-1.72
BAPP,49:03:B4,49,Logged_Data,1673640506,7/15/2022 22:58,7/15/2022 16:58,1657925887,6,FALSE,100,90.03,undefined,4.68,1,4.68,-0.18,undefined,3.39,undefined,3.07,-1.6
BAPP,49:03:B4,49,Logged_Data,1673640506,7/15/2022 23:58,7/15/2022 17:58,1657929487,7,FALSE,100,90.32,undefined,29.2,1,29.2,3.55,undefined,12.75,undefined,12.36,0.54
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 0:58,7/15/2022 18:58,1657933087,8,FALSE,100,91.49,undefined,28.62,1,28.62,4.36,undefined,10.85,undefined,11.39,2.02
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 1:58,7/15/2022 19:58,1657936687,9,FALSE,100,90.39,undefined,28.58,1,28.58,4.77,undefined,10.41,undefined,10.95,2.45
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 2:58,7/15/2022 20:58,1657940287,10,FALSE,100,87.56,undefined,28.49,1,28.49,5.19,undefined,10.15,undefined,10.59,2.56
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 3:58,7/15/2022 21:58,1657943887,11,FALSE,100,83.58,undefined,28.28,1,28.28,5.6,undefined,9.94,undefined,10.3,2.44
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 4:58,7/15/2022 22:58,1657947487,12,FALSE,100,79.37,undefined,28.12,1,28.12,5.77,undefined,9.65,undefined,10.11,2.59
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 5:58,7/15/2022 23:58,1657951087,13,FALSE,100,76.11,undefined,27.97,1,27.97,5.82,undefined,9.47,undefined,10.02,2.66
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 6:58,7/16/2022 0:58,1657954687,14,FALSE,100,73.61,undefined,27.86,1,27.86,5.86,undefined,9.33,undefined,9.94,2.73
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 7:58,7/16/2022 1:58,1657958287,15,FALSE,100,71.7,undefined,27.76,1,27.76,5.89,undefined,9.22,undefined,9.87,2.78
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 8:58,7/16/2022 2:58,1657961887,16,FALSE,100,69.8,undefined,27.67,1,27.67,5.96,undefined,9.08,undefined,9.77,2.86
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 9:58,7/16/2022 3:58,1657965487,17,FALSE,100,67.64,undefined,27.58,1,27.58,6.05,undefined,8.91,undefined,9.65,2.97
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 10:58,7/16/2022 4:58,1657969087,18,FALSE,100,65.44,undefined,27.49,1,27.49,6.06,undefined,8.83,undefined,9.61,2.99
BAPP,49:03:B4,49,Logged_Data,1673640506,7/16/2022 11:58,7/16/2022 5:58,1657972687,19,FALSE,100,63.55,undefined,27.41,1,27.41,6.07,undefined,8.75,undefined,9.57,3.02
